video_id,video_title,channel,comment_text,comment_author,comment_likes,sentiment,polarity,themes,language_region
iCDEihEszCg,كلمة أبو عبيدة الناطق العسكري باسم كتائب القسام,AlJazeera Arabic  قناة الجزيرة,Quelqu'un peut traduire en français?,User50,5,neutral,-0.0211,neutral,English
iCDEihEszCg,كلمة أبو عبيدة الناطق العسكري باسم كتائب القسام,AlJazeera Arabic  قناة الجزيرة,يا ليت يضعون ترجمة للإنجليزية,Sarah_France,3,neutral,0.0386,neutral,Arabic
iCDEihEszCg,كلمة أبو عبيدة الناطق العسكري باسم كتائب القسام,AlJazeera Arabic  قناة الجزيرة,Watching from India 🇮🇳,User50,5,neutral,0.0159,neutral,English
iCDEihEszCg,كلمة أبو عبيدة الناطق العسكري باسم كتائب القسام,AlJazeera Arabic  قناة الجزيرة,Quelqu'un peut traduire en français?,User97,5,neutral,0.0235,neutral,English
iCDEihEszCg,كلمة أبو عبيدة الناطق العسكري باسم كتائب القسام,AlJazeera Arabic  قناة الجزيرة,His words give hope to millions. Long live Palestine!,User41,1,positive,0.3097,admiration,English
iCDEihEszCg,كلمة أبو عبيدة الناطق العسكري باسم كتائب القسام,AlJazeera Arabic  قناة الجزيرة,Bu konuşma ne zaman yapıldı?,User115,0,neutral,-0.0342,neutral,English
iCDEihEszCg,كلمة أبو عبيدة الناطق العسكري باسم كتائب القسام,AlJazeera Arabic  قناة الجزيرة,اللهم احفظ لنا إخواننا في غزة,User13,3,neutral,0.0389,neutral,Arabic
iCDEihEszCg,كلمة أبو عبيدة الناطق العسكري باسم كتائب القسام,AlJazeera Arabic  قناة الجزيرة,متى سيتم نشر البيان القادم؟,User117,0,neutral,0.0476,neutral,Arabic
iCDEihEszCg,كلمة أبو عبيدة الناطق العسكري باسم كتائب القسام,AlJazeera Arabic  قناة الجزيرة,اللهم انصر اخواننا المستضعفين في فلسطين وفي كل بلاد المسلمين,User102,0,positive,0.3723,martyrdom,Arabic
iCDEihEszCg,كلمة أبو عبيدة الناطق العسكري باسم كتائب القسام,AlJazeera Arabic  قناة الجزيرة,Watching from India 🇮🇳,User44,2,neutral,0.003,neutral,English
iCDEihEszCg,كلمة أبو عبيدة الناطق العسكري باسم كتائب القسام,AlJazeera Arabic  قناة الجزيرة,Does anyone have the full transcript?,Ali_Solidarity,2,neutral,-0.0149,neutral,English
iCDEihEszCg,كلمة أبو عبيدة الناطق العسكري باسم كتائب القسام,AlJazeera Arabic  قناة الجزيرة,Sad to see this situation continue,User161,0,negative,-0.2015,grief,English
iCDEihEszCg,كلمة أبو عبيدة الناطق العسكري باسم كتائب القسام,AlJazeera Arabic  قناة الجزيرة,في أمان الله يا أبو عبيدة,User186,10,neutral,-0.0246,neutral,Arabic
iCDEihEszCg,كلمة أبو عبيدة الناطق العسكري باسم كتائب القسام,AlJazeera Arabic  قناة الجزيرة,ربنا افرغ عليهم صبرا وثبت أقدامهم وانصرهم على القوم الكافرين,User68,1,positive,0.1881,eloquence,Arabic
iCDEihEszCg,كلمة أبو عبيدة الناطق العسكري باسم كتائب القسام,AlJazeera Arabic  قناة الجزيرة,Link to the original statement?,User173,1,neutral,0.0213,neutral,English
iCDEihEszCg,كلمة أبو عبيدة الناطق العسكري باسم كتائب القسام,AlJazeera Arabic  قناة الجزيرة,شكرا على المشاركة,User19,0,neutral,-0.0132,neutral,Arabic
iCDEihEszCg,كلمة أبو عبيدة الناطق العسكري باسم كتائب القسام,AlJazeera Arabic  قناة الجزيرة,Quelqu'un peut traduire en français?,User150,0,neutral,-0.0214,neutral,English
iCDEihEszCg,كلمة أبو عبيدة الناطق العسكري باسم كتائب القسام,AlJazeera Arabic  قناة الجزيرة,Link to the original statement?,User87,0,neutral,0.009,neutral,English
iCDEihEszCg,كلمة أبو عبيدة الناطق العسكري باسم كتائب القسام,AlJazeera Arabic  قناة الجزيرة,His words give hope to millions. Long live Palestine!,User131,10,positive,0.4184,eloquence,English
iCDEihEszCg,كلمة أبو عبيدة الناطق العسكري باسم كتائب القسام,AlJazeera Arabic  قناة الجزيرة,اللهم احفظ لنا إخواننا في غزة,User33,1,neutral,-0.0253,neutral,Arabic
iCDEihEszCg,كلمة أبو عبيدة الناطق العسكري باسم كتائب القسام,AlJazeera Arabic  قناة الجزيرة,Voice of truth in a world of lies. Respect from France 🇫🇷,User185,3,positive,0.4484,hope,French
iCDEihEszCg,كلمة أبو عبيدة الناطق العسكري باسم كتائب القسام,AlJazeera Arabic  قناة الجزيرة,اللهم احفظ لنا إخواننا في غزة,User136,15,neutral,-0.0315,neutral,Arabic
iCDEihEszCg,كلمة أبو عبيدة الناطق العسكري باسم كتائب القسام,AlJazeera Arabic  قناة الجزيرة,Quelqu'un peut traduire en français?,User53,8,neutral,0.0222,neutral,English
iCDEihEszCg,كلمة أبو عبيدة الناطق العسكري باسم كتائب القسام,AlJazeera Arabic  قناة الجزيرة,أحتاج إلى مصادر إضافية لفهم الموقف,User60,2,neutral,-0.0269,neutral,Arabic
iCDEihEszCg,كلمة أبو عبيدة الناطق العسكري باسم كتائب القسام,AlJazeera Arabic  قناة الجزيرة,يا ليت يضعون ترجمة للإنجليزية,User130,60,neutral,-0.0365,neutral,Arabic
iCDEihEszCg,كلمة أبو عبيدة الناطق العسكري باسم كتائب القسام,AlJazeera Arabic  قناة الجزيرة,Bu konuşma ne zaman yapıldı?,User119,8,neutral,-0.0437,neutral,English
iCDEihEszCg,كلمة أبو عبيدة الناطق العسكري باسم كتائب القسام,AlJazeera Arabic  قناة الجزيرة,Watching from India 🇮🇳,User157,0,neutral,-0.0361,neutral,English
iCDEihEszCg,كلمة أبو عبيدة الناطق العسكري باسم كتائب القسام,AlJazeera Arabic  قناة الجزيرة,May Allah protect him and all the people of Gaza 🤲,Ahmed_Palestine,0,positive,0.3634,resistance,English
iCDEihEszCg,كلمة أبو عبيدة الناطق العسكري باسم كتائب القسام,AlJazeera Arabic  قناة الجزيرة,Bu konuşma ne zaman yapıldı?,User107,2,neutral,0.0096,neutral,English
iCDEihEszCg,كلمة أبو عبيدة الناطق العسكري باسم كتائب القسام,AlJazeera Arabic  قناة الجزيرة,Can someone explain the context?,User141,5,neutral,0.0165,neutral,English
iCDEihEszCg,كلمة أبو عبيدة الناطق العسكري باسم كتائب القسام,AlJazeera Arabic  قناة الجزيرة,Voice of truth in a world of lies. Respect from France 🇫🇷,User90,1,positive,0.3174,pride,French
iCDEihEszCg,كلمة أبو عبيدة الناطق العسكري باسم كتائب القسام,AlJazeera Arabic  قناة الجزيرة,His words give hope to millions. Long live Palestine!,Ali_Solidarity,1,positive,0.1853,admiration,English
iCDEihEszCg,كلمة أبو عبيدة الناطق العسكري باسم كتائب القسام,AlJazeera Arabic  قناة الجزيرة,انتم الشجعان اهل غزه الله يساعدكم وينصركم ويثبتكم يارب,User195,2,positive,0.2622,eloquence,Arabic
iCDEihEszCg,كلمة أبو عبيدة الناطق العسكري باسم كتائب القسام,AlJazeera Arabic  قناة الجزيرة,This man speaks with such dignity and power. A true leader.,User15,0,positive,0.2648,leadership,English
iCDEihEszCg,كلمة أبو عبيدة الناطق العسكري باسم كتائب القسام,AlJazeera Arabic  قناة الجزيرة,When was this speech recorded?,User18,0,neutral,0.0451,neutral,English
iCDEihEszCg,كلمة أبو عبيدة الناطق العسكري باسم كتائب القسام,AlJazeera Arabic  قناة الجزيرة,أريد أن أعرف المزيد عن الوضع الحالي,User72,5,neutral,-0.004,neutral,Arabic
iCDEihEszCg,كلمة أبو عبيدة الناطق العسكري باسم كتائب القسام,AlJazeera Arabic  قناة الجزيرة,His words give hope to millions. Long live Palestine!,User189,3,positive,0.4155,leadership,English
iCDEihEszCg,كلمة أبو عبيدة الناطق العسكري باسم كتائب القسام,AlJazeera Arabic  قناة الجزيرة,When was this speech recorded?,User157,1,neutral,0.0068,neutral,English
iCDEihEszCg,كلمة أبو عبيدة الناطق العسكري باسم كتائب القسام,AlJazeera Arabic  قناة الجزيرة,Link to the original statement?,User38,0,neutral,0.0237,neutral,English
iCDEihEszCg,كلمة أبو عبيدة الناطق العسكري باسم كتائب القسام,AlJazeera Arabic  قناة الجزيرة,Does anyone have the full transcript?,Sarah_France,1,neutral,0.0332,neutral,English
iCDEihEszCg,كلمة أبو عبيدة الناطق العسكري باسم كتائب القسام,AlJazeera Arabic  قناة الجزيرة,اللهم انصر اخواننا المستضعفين في فلسطين وفي كل بلاد المسلمين,User151,15,positive,0.4413,resistance,Arabic
iCDEihEszCg,كلمة أبو عبيدة الناطق العسكري باسم كتائب القسام,AlJazeera Arabic  قناة الجزيرة,في أمان الله يا أبو عبيدة,User19,2,neutral,0.0225,neutral,Arabic
Yr7414qP0iQ,"""هعمل لك من دمي ذخيرة وأعمل من دمك أنهار"".. عرض عسكري للواء غزة أحد ألوية كتائب القـ.ـ،ـسام",Al Jazeera Mubasher قناة الجزيرة مباشر,شكرا على المشاركة,User178,2,neutral,0.0348,neutral,Arabic
Yr7414qP0iQ,"""هعمل لك من دمي ذخيرة وأعمل من دمك أنهار"".. عرض عسكري للواء غزة أحد ألوية كتائب القـ.ـ،ـسام",Al Jazeera Mubasher قناة الجزيرة مباشر,إذا نطق أرعب، وإذا صمت أربك - فإن عاش فهو سيفًا، وإن قُتل فهو شهيدًا 🇵🇸,User125,8,positive,0.3198,martyrdom,Arabic
Yr7414qP0iQ,"""هعمل لك من دمي ذخيرة وأعمل من دمك أنهار"".. عرض عسكري للواء غزة أحد ألوية كتائب القـ.ـ،ـسام",Al Jazeera Mubasher قناة الجزيرة مباشر,أحتاج إلى مصادر إضافية لفهم الموقف,Mehmet_Turkey,1,neutral,0.0266,neutral,Arabic
Yr7414qP0iQ,"""هعمل لك من دمي ذخيرة وأعمل من دمك أنهار"".. عرض عسكري للواء غزة أحد ألوية كتائب القـ.ـ،ـسام",Al Jazeera Mubasher قناة الجزيرة مباشر,ما هو مصدر هذا الفيديو؟,User34,0,neutral,-0.0152,neutral,Arabic
Yr7414qP0iQ,"""هعمل لك من دمي ذخيرة وأعمل من دمك أنهار"".. عرض عسكري للواء غزة أحد ألوية كتائب القـ.ـ،ـسام",Al Jazeera Mubasher قناة الجزيرة مباشر,هذا الصراع يجب أن ينتهي - الناس يعانون,User4,0,negative,-0.2392,grief,Arabic
Yr7414qP0iQ,"""هعمل لك من دمي ذخيرة وأعمل من دمك أنهار"".. عرض عسكري للواء غزة أحد ألوية كتائب القـ.ـ،ـسام",Al Jazeera Mubasher قناة الجزيرة مباشر,May Allah protect him and all the people of Gaza 🤲,User156,0,positive,0.2555,leadership,English
Yr7414qP0iQ,"""هعمل لك من دمي ذخيرة وأعمل من دمك أنهار"".. عرض عسكري للواء غزة أحد ألوية كتائب القـ.ـ،ـسام",Al Jazeera Mubasher قناة الجزيرة مباشر,شكرا على المشاركة,User22,0,neutral,-0.0024,neutral,Arabic
Yr7414qP0iQ,"""هعمل لك من دمي ذخيرة وأعمل من دمك أنهار"".. عرض عسكري للواء غزة أحد ألوية كتائب القـ.ـ،ـسام",Al Jazeera Mubasher قناة الجزيرة مباشر,في أمان الله يا أبو عبيدة,User188,3,neutral,-0.0032,neutral,Arabic
Yr7414qP0iQ,"""هعمل لك من دمي ذخيرة وأعمل من دمك أنهار"".. عرض عسكري للواء غزة أحد ألوية كتائب القـ.ـ،ـسام",Al Jazeera Mubasher قناة الجزيرة مباشر,Bu konuşma ne zaman yapıldı?,User175,0,neutral,-0.0377,neutral,English
Yr7414qP0iQ,"""هعمل لك من دمي ذخيرة وأعمل من دمك أنهار"".. عرض عسكري للواء غزة أحد ألوية كتائب القـ.ـ،ـسام",Al Jazeera Mubasher قناة الجزيرة مباشر,This man speaks with such dignity and power. A true leader.,User190,0,positive,0.3661,leadership,English
Yr7414qP0iQ,"""هعمل لك من دمي ذخيرة وأعمل من دمك أنهار"".. عرض عسكري للواء غزة أحد ألوية كتائب القـ.ـ،ـسام",Al Jazeera Mubasher قناة الجزيرة مباشر,هذا الصراع يجب أن ينتهي - الناس يعانون,User85,0,negative,-0.2987,grief,Arabic
Yr7414qP0iQ,"""هعمل لك من دمي ذخيرة وأعمل من دمك أنهار"".. عرض عسكري للواء غزة أحد ألوية كتائب القـ.ـ،ـسام",Al Jazeera Mubasher قناة الجزيرة مباشر,اللهم احفظ لنا إخواننا في غزة,User78,5,neutral,-0.0268,neutral,Arabic
Yr7414qP0iQ,"""هعمل لك من دمي ذخيرة وأعمل من دمك أنهار"".. عرض عسكري للواء غزة أحد ألوية كتائب القـ.ـ،ـسام",Al Jazeera Mubasher قناة الجزيرة مباشر,Link to the original statement?,User110,50,neutral,0.0229,neutral,English
Yr7414qP0iQ,"""هعمل لك من دمي ذخيرة وأعمل من دمك أنهار"".. عرض عسكري للواء غزة أحد ألوية كتائب القـ.ـ،ـسام",Al Jazeera Mubasher قناة الجزيرة مباشر,النصر بإذن الله - الله يثبتكم ويثبت أهل غزة يا رب,User169,1,positive,0.2101,admiration,Arabic
Yr7414qP0iQ,"""هعمل لك من دمي ذخيرة وأعمل من دمك أنهار"".. عرض عسكري للواء غزة أحد ألوية كتائب القـ.ـ،ـسام",Al Jazeera Mubasher قناة الجزيرة مباشر,أبو عبيدة رجل شجاع ومتحدث بليغ - الله يحفظه,User11,8,positive,0.227,hope,Arabic
Yr7414qP0iQ,"""هعمل لك من دمي ذخيرة وأعمل من دمك أنهار"".. عرض عسكري للواء غزة أحد ألوية كتائب القـ.ـ،ـسام",Al Jazeera Mubasher قناة الجزيرة مباشر,اللهم احفظ لنا إخواننا في غزة,User70,20,neutral,0.0271,neutral,Arabic
Yr7414qP0iQ,"""هعمل لك من دمي ذخيرة وأعمل من دمك أنهار"".. عرض عسكري للواء غزة أحد ألوية كتائب القـ.ـ،ـسام",Al Jazeera Mubasher قناة الجزيرة مباشر,Does anyone have the full transcript?,User57,0,neutral,0.0431,neutral,English
Yr7414qP0iQ,"""هعمل لك من دمي ذخيرة وأعمل من دمك أنهار"".. عرض عسكري للواء غزة أحد ألوية كتائب القـ.ـ،ـسام",Al Jazeera Mubasher قناة الجزيرة مباشر,هذا الصراع يجب أن ينتهي - الناس يعانون,User70,0,negative,-0.1686,grief,Arabic
Yr7414qP0iQ,"""هعمل لك من دمي ذخيرة وأعمل من دمك أنهار"".. عرض عسكري للواء غزة أحد ألوية كتائب القـ.ـ،ـسام",Al Jazeera Mubasher قناة الجزيرة مباشر,انتم الشجعان اهل غزه الله يساعدكم وينصركم ويثبتكم يارب,User18,1,positive,0.4232,hope,Arabic
Yr7414qP0iQ,"""هعمل لك من دمي ذخيرة وأعمل من دمك أنهار"".. عرض عسكري للواء غزة أحد ألوية كتائب القـ.ـ،ـسام",Al Jazeera Mubasher قناة الجزيرة مباشر,شكرا على المشاركة,User180,8,neutral,-0.0349,neutral,Arabic
Yr7414qP0iQ,"""هعمل لك من دمي ذخيرة وأعمل من دمك أنهار"".. عرض عسكري للواء غزة أحد ألوية كتائب القـ.ـ،ـسام",Al Jazeera Mubasher قناة الجزيرة مباشر,انتم الشجعان اهل غزه الله يساعدكم وينصركم ويثبتكم يارب,User50,0,positive,0.3689,admiration,Arabic
Yr7414qP0iQ,"""هعمل لك من دمي ذخيرة وأعمل من دمك أنهار"".. عرض عسكري للواء غزة أحد ألوية كتائب القـ.ـ،ـسام",Al Jazeera Mubasher قناة الجزيرة مباشر,Watching from India 🇮🇳,User7,0,neutral,-0.0092,neutral,English
Yr7414qP0iQ,"""هعمل لك من دمي ذخيرة وأعمل من دمك أنهار"".. عرض عسكري للواء غزة أحد ألوية كتائب القـ.ـ،ـسام",Al Jazeera Mubasher قناة الجزيرة مباشر,Voice of truth in a world of lies. Respect from France 🇫🇷,User165,0,positive,0.2552,solidarity,French
Yr7414qP0iQ,"""هعمل لك من دمي ذخيرة وأعمل من دمك أنهار"".. عرض عسكري للواء غزة أحد ألوية كتائب القـ.ـ،ـسام",Al Jazeera Mubasher قناة الجزيرة مباشر,When was this speech recorded?,User85,0,neutral,0.0319,neutral,English
Yr7414qP0iQ,"""هعمل لك من دمي ذخيرة وأعمل من دمك أنهار"".. عرض عسكري للواء غزة أحد ألوية كتائب القـ.ـ،ـسام",Al Jazeera Mubasher قناة الجزيرة مباشر,Libre Palestina! Solidaridad desde España 🇪🇸,User41,0,positive,0.2352,martyrdom,Spanish
Yr7414qP0iQ,"""هعمل لك من دمي ذخيرة وأعمل من دمك أنهار"".. عرض عسكري للواء غزة أحد ألوية كتائب القـ.ـ،ـسام",Al Jazeera Mubasher قناة الجزيرة مباشر,يا ليت يضعون ترجمة للإنجليزية,User102,10,neutral,-0.0001,neutral,Arabic
Yr7414qP0iQ,"""هعمل لك من دمي ذخيرة وأعمل من دمك أنهار"".. عرض عسكري للواء غزة أحد ألوية كتائب القـ.ـ،ـسام",Al Jazeera Mubasher قناة الجزيرة مباشر,Link to the original statement?,User43,0,neutral,-0.0246,neutral,English
Yr7414qP0iQ,"""هعمل لك من دمي ذخيرة وأعمل من دمك أنهار"".. عرض عسكري للواء غزة أحد ألوية كتائب القـ.ـ،ـسام",Al Jazeera Mubasher قناة الجزيرة مباشر,Does anyone have the full transcript?,User113,10,neutral,-0.0456,neutral,English
Yr7414qP0iQ,"""هعمل لك من دمي ذخيرة وأعمل من دمك أنهار"".. عرض عسكري للواء غزة أحد ألوية كتائب القـ.ـ،ـسام",Al Jazeera Mubasher قناة الجزيرة مباشر,Link to the original statement?,User128,1,neutral,-0.0317,neutral,English
Yr7414qP0iQ,"""هعمل لك من دمي ذخيرة وأعمل من دمك أنهار"".. عرض عسكري للواء غزة أحد ألوية كتائب القـ.ـ،ـسام",Al Jazeera Mubasher قناة الجزيرة مباشر,Does anyone have the full transcript?,User22,1,neutral,0.021,neutral,English
Yr7414qP0iQ,"""هعمل لك من دمي ذخيرة وأعمل من دمك أنهار"".. عرض عسكري للواء غزة أحد ألوية كتائب القـ.ـ،ـسام",Al Jazeera Mubasher قناة الجزيرة مباشر,أحتاج إلى مصادر إضافية لفهم الموقف,User28,8,neutral,-0.0242,neutral,Arabic
Yr7414qP0iQ,"""هعمل لك من دمي ذخيرة وأعمل من دمك أنهار"".. عرض عسكري للواء غزة أحد ألوية كتائب القـ.ـ،ـسام",Al Jazeera Mubasher قناة الجزيرة مباشر,Link to the original statement?,Mehmet_Turkey,1,neutral,0.0378,neutral,English
Yr7414qP0iQ,"""هعمل لك من دمي ذخيرة وأعمل من دمك أنهار"".. عرض عسكري للواء غزة أحد ألوية كتائب القـ.ـ،ـسام",Al Jazeera Mubasher قناة الجزيرة مباشر,متى سيتم نشر البيان القادم؟,User177,2,neutral,-0.006,neutral,Arabic
Yr7414qP0iQ,"""هعمل لك من دمي ذخيرة وأعمل من دمك أنهار"".. عرض عسكري للواء غزة أحد ألوية كتائب القـ.ـ،ـسام",Al Jazeera Mubasher قناة الجزيرة مباشر,ما هو مصدر هذا الفيديو؟,User178,1,neutral,-0.0123,neutral,Arabic
Yr7414qP0iQ,"""هعمل لك من دمي ذخيرة وأعمل من دمك أنهار"".. عرض عسكري للواء غزة أحد ألوية كتائب القـ.ـ،ـسام",Al Jazeera Mubasher قناة الجزيرة مباشر,Can someone explain the context?,User10,2,neutral,-0.0061,neutral,English
Yr7414qP0iQ,"""هعمل لك من دمي ذخيرة وأعمل من دمك أنهار"".. عرض عسكري للواء غزة أحد ألوية كتائب القـ.ـ،ـسام",Al Jazeera Mubasher قناة الجزيرة مباشر,في أمان الله يا أبو عبيدة,User92,3,neutral,-0.0011,neutral,Arabic
Yr7414qP0iQ,"""هعمل لك من دمي ذخيرة وأعمل من دمك أنهار"".. عرض عسكري للواء غزة أحد ألوية كتائب القـ.ـ،ـسام",Al Jazeera Mubasher قناة الجزيرة مباشر,Link to the original statement?,User120,1,neutral,-0.0492,neutral,English
Yr7414qP0iQ,"""هعمل لك من دمي ذخيرة وأعمل من دمك أنهار"".. عرض عسكري للواء غزة أحد ألوية كتائب القـ.ـ،ـسام",Al Jazeera Mubasher قناة الجزيرة مباشر,When was this speech recorded?,Mohammed_Support,3,neutral,-0.0266,neutral,English
Yr7414qP0iQ,"""هعمل لك من دمي ذخيرة وأعمل من دمك أنهار"".. عرض عسكري للواء غزة أحد ألوية كتائب القـ.ـ،ـسام",Al Jazeera Mubasher قناة الجزيرة مباشر,Bu konuşma ne zaman yapıldı?,User133,0,neutral,0.0014,neutral,English
Yr7414qP0iQ,"""هعمل لك من دمي ذخيرة وأعمل من دمك أنهار"".. عرض عسكري للواء غزة أحد ألوية كتائب القـ.ـ،ـسام",Al Jazeera Mubasher قناة الجزيرة مباشر,Watching from India 🇮🇳,User65,0,neutral,-0.0245,neutral,English
Yr7414qP0iQ,"""هعمل لك من دمي ذخيرة وأعمل من دمك أنهار"".. عرض عسكري للواء غزة أحد ألوية كتائب القـ.ـ،ـسام",Al Jazeera Mubasher قناة الجزيرة مباشر,ما هو مصدر هذا الفيديو؟,User92,30,neutral,0.0262,neutral,Arabic
Yr7414qP0iQ,"""هعمل لك من دمي ذخيرة وأعمل من دمك أنهار"".. عرض عسكري للواء غزة أحد ألوية كتائب القـ.ـ،ـسام",Al Jazeera Mubasher قناة الجزيرة مباشر,يا ليت يضعون ترجمة للإنجليزية,User8,1,neutral,-0.0273,neutral,Arabic
Yr7414qP0iQ,"""هعمل لك من دمي ذخيرة وأعمل من دمك أنهار"".. عرض عسكري للواء غزة أحد ألوية كتائب القـ.ـ،ـسام",Al Jazeera Mubasher قناة الجزيرة مباشر,Link to the original statement?,User35,0,neutral,0.0272,neutral,English
Yr7414qP0iQ,"""هعمل لك من دمي ذخيرة وأعمل من دمك أنهار"".. عرض عسكري للواء غزة أحد ألوية كتائب القـ.ـ،ـسام",Al Jazeera Mubasher قناة الجزيرة مباشر,His words give hope to millions. Long live Palestine!,User103,10,positive,0.4185,solidarity,English
Yr7414qP0iQ,"""هعمل لك من دمي ذخيرة وأعمل من دمك أنهار"".. عرض عسكري للواء غزة أحد ألوية كتائب القـ.ـ،ـسام",Al Jazeera Mubasher قناة الجزيرة مباشر,Does anyone have the full transcript?,User57,0,neutral,0.038,neutral,English
Yr7414qP0iQ,"""هعمل لك من دمي ذخيرة وأعمل من دمك أنهار"".. عرض عسكري للواء غزة أحد ألوية كتائب القـ.ـ،ـسام",Al Jazeera Mubasher قناة الجزيرة مباشر,أطالب كل من يستطيع ويقدر على التبرع أن يتبرع لهؤلاء الأبطال❤,User76,8,positive,0.1939,resistance,Arabic
Yr7414qP0iQ,"""هعمل لك من دمي ذخيرة وأعمل من دمك أنهار"".. عرض عسكري للواء غزة أحد ألوية كتائب القـ.ـ،ـسام",Al Jazeera Mubasher قناة الجزيرة مباشر,أحتاج إلى مصادر إضافية لفهم الموقف,User42,2,neutral,0.0264,neutral,Arabic
Yr7414qP0iQ,"""هعمل لك من دمي ذخيرة وأعمل من دمك أنهار"".. عرض عسكري للواء غزة أحد ألوية كتائب القـ.ـ،ـسام",Al Jazeera Mubasher قناة الجزيرة مباشر,Quelqu'un peut traduire en français?,User189,0,neutral,-0.0052,neutral,English
Yr7414qP0iQ,"""هعمل لك من دمي ذخيرة وأعمل من دمك أنهار"".. عرض عسكري للواء غزة أحد ألوية كتائب القـ.ـ،ـسام",Al Jazeera Mubasher قناة الجزيرة مباشر,في أمان الله يا أبو عبيدة,User65,0,neutral,0.0028,neutral,Arabic
Yr7414qP0iQ,"""هعمل لك من دمي ذخيرة وأعمل من دمك أنهار"".. عرض عسكري للواء غزة أحد ألوية كتائب القـ.ـ،ـسام",Al Jazeera Mubasher قناة الجزيرة مباشر,متى سيتم نشر البيان القادم؟,User32,8,neutral,-0.0297,neutral,Arabic
Yr7414qP0iQ,"""هعمل لك من دمي ذخيرة وأعمل من دمك أنهار"".. عرض عسكري للواء غزة أحد ألوية كتائب القـ.ـ،ـسام",Al Jazeera Mubasher قناة الجزيرة مباشر,Libre Palestina! Solidaridad desde España 🇪🇸,User128,1,positive,0.2701,eloquence,Spanish
Yr7414qP0iQ,"""هعمل لك من دمي ذخيرة وأعمل من دمك أنهار"".. عرض عسكري للواء غزة أحد ألوية كتائب القـ.ـ،ـسام",Al Jazeera Mubasher قناة الجزيرة مباشر,Can someone explain the context?,User8,1,neutral,-0.0004,neutral,English
Yr7414qP0iQ,"""هعمل لك من دمي ذخيرة وأعمل من دمك أنهار"".. عرض عسكري للواء غزة أحد ألوية كتائب القـ.ـ،ـسام",Al Jazeera Mubasher قناة الجزيرة مباشر,في أمان الله يا أبو عبيدة,User198,0,neutral,0.0031,neutral,Arabic
Yr7414qP0iQ,"""هعمل لك من دمي ذخيرة وأعمل من دمك أنهار"".. عرض عسكري للواء غزة أحد ألوية كتائب القـ.ـ،ـسام",Al Jazeera Mubasher قناة الجزيرة مباشر,الناس الشجعان الذين يعيشون المعاناة، يقاتلون ولكنهم يقاومون بشدة,User69,0,positive,0.2198,resistance,Arabic
Yr7414qP0iQ,"""هعمل لك من دمي ذخيرة وأعمل من دمك أنهار"".. عرض عسكري للواء غزة أحد ألوية كتائب القـ.ـ،ـسام",Al Jazeera Mubasher قناة الجزيرة مباشر,شكرا على المشاركة,User16,1,neutral,0.0127,neutral,Arabic
Yr7414qP0iQ,"""هعمل لك من دمي ذخيرة وأعمل من دمك أنهار"".. عرض عسكري للواء غزة أحد ألوية كتائب القـ.ـ،ـسام",Al Jazeera Mubasher قناة الجزيرة مباشر,الناس الشجعان الذين يعيشون المعاناة، يقاتلون ولكنهم يقاومون بشدة,User3,1,positive,0.231,admiration,Arabic
Yr7414qP0iQ,"""هعمل لك من دمي ذخيرة وأعمل من دمك أنهار"".. عرض عسكري للواء غزة أحد ألوية كتائب القـ.ـ،ـسام",Al Jazeera Mubasher قناة الجزيرة مباشر,Quelqu'un peut traduire en français?,User10,2,neutral,-0.0359,neutral,English
Yr7414qP0iQ,"""هعمل لك من دمي ذخيرة وأعمل من دمك أنهار"".. عرض عسكري للواء غزة أحد ألوية كتائب القـ.ـ،ـسام",Al Jazeera Mubasher قناة الجزيرة مباشر,في أمان الله يا أبو عبيدة,User144,2,neutral,-0.0074,neutral,Arabic
Yr7414qP0iQ,"""هعمل لك من دمي ذخيرة وأعمل من دمك أنهار"".. عرض عسكري للواء غزة أحد ألوية كتائب القـ.ـ،ـسام",Al Jazeera Mubasher قناة الجزيرة مباشر,اللهم احفظ لنا إخواننا في غزة,User199,2,neutral,0.0291,neutral,Arabic
Yr7414qP0iQ,"""هعمل لك من دمي ذخيرة وأعمل من دمك أنهار"".. عرض عسكري للواء غزة أحد ألوية كتائب القـ.ـ،ـسام",Al Jazeera Mubasher قناة الجزيرة مباشر,أبو عبيدة رجل شجاع ومتحدث بليغ - الله يحفظه,User46,0,positive,0.2287,solidarity,Arabic
Yr7414qP0iQ,"""هعمل لك من دمي ذخيرة وأعمل من دمك أنهار"".. عرض عسكري للواء غزة أحد ألوية كتائب القـ.ـ،ـسام",Al Jazeera Mubasher قناة الجزيرة مباشر,When was this speech recorded?,User1,1,neutral,-0.0194,neutral,English
Yr7414qP0iQ,"""هعمل لك من دمي ذخيرة وأعمل من دمك أنهار"".. عرض عسكري للواء غزة أحد ألوية كتائب القـ.ـ،ـسام",Al Jazeera Mubasher قناة الجزيرة مباشر,When was this speech recorded?,Nour_Freedom,0,neutral,-0.0074,neutral,English
Yr7414qP0iQ,"""هعمل لك من دمي ذخيرة وأعمل من دمك أنهار"".. عرض عسكري للواء غزة أحد ألوية كتائب القـ.ـ،ـسام",Al Jazeera Mubasher قناة الجزيرة مباشر,يا ليت يضعون ترجمة للإنجليزية,User27,0,neutral,0.0057,neutral,Arabic
